Date,Pharmacy,Location,Drug,Brand,Price,Quantity,Supplier_Name,Batch_Number,Expiry_Date,Sales_Channel,Drug_Form
08/07/2024,Rodriguez-Graham,Rural,Amoxicillin,MediPlus,4686.22,62,"Brown, Valdez and Lucas",Zi-47691-PY,09/04/2027,Mobile Van,Injection
13/07/2024,Perez Inc,Urban,Amlodipine,MediPlus,1736.29,2,"Robinson, Jones and Welch",JZ-77939-af,19/12/2026,In-Store,Capsule
11/01/2025,Carlson-Cruz,Rural,Metformin,PharmaTrust,581.02,28,Baxter Inc,ng-22016-GW,05/02/2026,Market Stall,Capsule
04/07/2024,"Walter, Edwards and Rios",Urban,Ciprofloxacin,BioCare,2065.58,43,"Johnston, Sanchez and Kennedy",gx-00239-jn,21/06/2025,In-Store,Syrup
20/04/2025,"Reid, Ferguson and Sanchez",Rural,Azithromycin,PharmaTrust,4875.52,26,Morton-Chase,sX-33631-aL,29/06/2026,Market Stall,Syrup
02/07/2024,Abbott-Munoz,Rural,Paracetamol,MediPlus,1855.65,24,"Washington, Ryan and Cummings",ph-12702-JM,06/04/2027,Mobile Van,Injection
07/10/2024,"Mcclure, Ward and Lee",Rural,Ibuprofen,BioCare,441.34,22,"Robinson, Jones and Welch",Nw-72012-Mb,24/03/2027,Market Stall,Injection
20/03/2025,"Rodriguez, Figueroa and Sanchez",Rural,Amoxicillin,HealthFirst,3807.43,4,Hancock Inc,zK-31775-SS,06/05/2025,Mobile Van,Capsule
28/04/2024,Blair PLC,Urban,Metformin,PharmaTrust,2364.3,53,Wright and Sons,yv-01917-nW,08/09/2025,In-Store,Injection
24/04/2025,"Baker, Mason and White",Urban,Chloroquine,PharmaTrust,3806.6,63,"Stanley, Tucker and Lee",nY-44834-GX,04/05/2026,In-Store,Capsule
08/06/2024,"Hoffman, Baker and Richards",Rural,Ibuprofen,BioCare,2715.07,39,Williams PLC,tB-51547-Nh,23/07/2025,Market Stall,Injection
22/10/2024,George Group,Rural,Azithromycin,MediPluz,4038.99,79,Novak and Sons,Ej-08702-Il,30/03/2027,Mobile Van,Injection
07/05/2024,James Group,Rural,Artemisinin,HealthFirst,4252.42,41,Jones-Young,QU-40093-UH,03/05/2025,Mobile Van,Capsule
25/03/2025,James Group,Rural,Azithromycin,HealthFirst,2305.22,21,Chapman and Sons,ln-83491-kh,15/02/2026,In-Store,Syrup
08/01/2025,"Ferrell, Rice and Maddox",Rural,Coartem,BioCare,2040.74,10,"Daniels, Adkins and Brown",lq-00593-Se,24/06/2026,Market Stall,Tablet
24/07/2024,Rodriguez-Graham,Rural,Amlodipine,HealthFirst,808.8,24,"Woods, Calhoun and Schmidt",kx-25276-jP,01/03/2027,Market Stall,Tablet
11/05/2024,Ryan PLC,Urban,Amoxicillin,MediPlus,1734.51,45,"Stanley, Tucker and Lee",BD-21311-Kw,10/11/2026,In-Store,Capsule
15/08/2024,Williams and Sons,Rural,Amlodipine,BioCare,355.6,94,Russell Group,FR-28326-bg,28/11/2026,In-Store,Syrup
13/02/2025,"Flowers, Martin and Kelly",Rural,Paracetamol,HealthFirst,4326.7,95,Yu Inc,hZ-16781-BD,03/01/2027,Mobile Van,Tablet
13/03/2025,Garcia-James,Urban,Chloroquine,MediPlus,3918.93,98,"West, Henderson and Ramirez",lu-86290-gv,19/09/2025,Mobile Van,Syrup
07/11/2024,Arnold Ltd,Rural,Ibuprofen,BioCare,3140.15,61,"Brown, Valdez and Lucas",oX-64267-bk,05/09/2025,Market Stall,Tablet
10/05/2024,Smith-Bowen,Rural,Paracetamol,MediPlus,3053.17,1,Williams PLC,RZ-99417-vn,05/09/2026,Mobile Van,Capsule
23/03/2025,Hickman Ltd,Rural,Azithromycin,HealthFirst,3935.68,61,"Washington, Ryan and Cummings",eM-04053-Hr,22/12/2026,Mobile Van,Capsule
23/05/2024,Galloway-Wyatt,Urban,Chloroquine,PharmaTrust,1253.56,83,"Woods, Calhoun and Schmidt",Yu-05075-aH,13/11/2025,Market Stall,Syrup
05/11/2024,"Hoffman, Baker and Richards",Rural,Ciprofloxacin,FarmaTrust,3355.26,64,Williams PLC,FC-52846-do,24/12/2026,Mobile Van,Injection
03/11/2024,"Rodriguez, Figueroa and Sanchez",Urban,Metformin,BioCare,3376.45,57,Henderson-Bernard,Fd-84679-Ua,04/07/2026,In-Store,Capsule
04/01/2025,Blair PLC,Urban,Artemisinin,FarmaTrust,3138.34,91,Jones-Young,Qs-30764-cv,21/04/2027,Market Stall,Syrup
09/11/2024,Wilkerson-Day,Rural,Paracetamol,HealthFirst,1859.03,50,"Johnston, Sanchez and Kennedy",Fk-35501-Ck,14/04/2026,In-Store,Injection
30/12/2024,"Romero, Gonzalez and Brooks",Rural,Artemisinin,PharmaTrust,2599.4,9,Baxter Inc,lK-97328-bh,12/02/2027,Mobile Van,Injection
17/01/2025,"Mcclure, Ward and Lee",Rural,Paracetamol,BioCare,2857.36,92,Jones Inc,gf-83205-Wk,14/06/2025,Market Stall,Capsule
11/03/2025,Rodriguez LLC,Urban,Coartem,BioCare,234.3,43,Henderson-Bernard,yI-34063-be,15/03/2027,Mobile Van,Syrup
20/12/2024,"Arroyo, Miller and Tucker",Urban,Amlodipine,PharmaTrust,1825.91,81,Morton-Chase,tc-90502-zu,14/06/2025,In-Store,Capsule
20/05/2024,Frazier Inc,Urban,Chloroquine,MediPlus,3893.23,95,Henderson-Bernard,Dd-74711-Qz,22/11/2025,In-Store,Injection
21/11/2024,"Gardner, Robinson and Lawrence",Urban,Amoxicillin,PharmaTrust,2352.48,9,Novak PLC,Jz-57968-mO,18/09/2026,In-Store,Tablet
29/05/2024,Gray-Mayo,Rural,Coartem,PharmaTrust,3950.66,24,Morton-Chase,bt-24079-Ot,21/06/2026,Market Stall,Injection
15/01/2025,Williams and Sons,Rural,Chloroquine,HealthFirst,735.87,93,Russell Group,Kd-13881-hg,01/12/2026,In-Store,Injection
18/03/2025,"Gardner, Robinson and Lawrence",Urban,Azithromycin,Hea1thFirst,212.11,55,Henderson-Bernard,DC-45676-Ae,23/07/2026,In-Store,Tablet
25/03/2025,Frazier Inc,Rural,Coartem,PharmaTrust,2884.48,88,"Hensley, Powell and David",Vb-52496-gE,26/05/2025,Market Stall,Syrup
01/12/2024,"Hoffman, Baker and Richards",Urban,Ciprofloxacin,HealthFirst,2771.51,55,"Brown, Valdez and Lucas",ve-21764-ED,06/12/2026,Market Stall,Capsule
01/03/2025,"Mcclain, Miller and Henderson",Rural,Azithromycin,BioCare,2907.78,58,"Daniels, Adkins and Brown",aq-02238-Tw,21/10/2025,In-Store,Injection
21/08/2024,"Adams, Zuniga and Wong",Urban,Amoxicillin,PharmaTrust,2510.68,85,Jones Inc,Qi-78277-um,12/11/2026,Mobile Van,Tablet
21/06/2024,"Adams, Zuniga and Wong",Urban,Paracetamol,MediPlus,323.8,70,"Hensley, Powell and David",Ir-09592-HK,01/07/2026,Mobile Van,Injection
26/10/2024,Frazier Inc,Rural,Paracetamol,PharmaTrust,2618.48,97,Powell LLC,Dk-35872-NM,07/03/2027,Mobile Van,Syrup
07/07/2024,"Mcclain, Miller and Henderson",Urban,Paracetamol,MediPlus,278.8,37,Chapman and Sons,Sq-35702-bN,31/10/2025,Mobile Van,Tablet
04/12/2024,"Snyder, Campos and Callahan",Rural,Chloroquine,PharmaTrust,2019.08,67,House-Glover,ZH-86639-tX,18/02/2026,In-Store,Capsule
14/08/2024,"Harris, Collins and Carney",Urban,Artemisinin,BioCare,3222.49,56,Chapman and Sons,pL-84427-Jo,29/12/2025,In-Store,Injection
30/01/2025,Doyle Ltd,Rural,Azithromycin,BioCare,416.19,6,Yu Inc,eJ-65239-UJ,15/03/2026,Mobile Van,Injection
06/01/2025,Rodriguez-Graham,Rural,Amoxicillin,HealthFirst,824.59,62,"Brooks, Lam and Hayes",pv-76227-op,20/02/2027,Mobile Van,Tablet
24/08/2024,George Group,Rural,Metformin,BioCare,3194.31,43,"West, Henderson and Ramirez",AB-06201-mp,21/11/2025,Market Stall,Injection
21/02/2025,"Martin, Rose and Obrien",Urban,Ibuprofen,PharmaTrust,1213.6,28,Wright and Sons,xz-01421-Sm,10/11/2025,Mobile Van,Capsule
02/04/2025,Garcia-James,Urban,Metformin,MediPlus,2525.66,68,"Stanley, Tucker and Lee",kZ-52636-HJ,17/03/2026,In-Store,Syrup
04/07/2024,Perez Inc,Urban,Metformin,HealthFirst,1451.05,83,Gray Group,sr-33570-rx,02/02/2026,Market Stall,Capsule
01/03/2025,Wilkerson-Day,Urban,Chloroquine,MediPluz,3702.23,34,Powell LLC,jf-14344-eg,23/04/2026,In-Store,Tablet
03/09/2024,"Flowers, Martin and Kelly",Rural,Azithromycin,BioCare,701.55,2,House-Glover,vE-49449-Ps,02/09/2025,Market Stall,Capsule
16/02/2025,"Henderson, Ramirez and Lewis",Rural,Amoxicillin,PharmaTrust,1211.63,64,"Woods, Calhoun and Schmidt",OX-18842-ty,27/10/2025,In-Store,Tablet
07/11/2024,Wilkerson-Day,Rural,Coartem,MediPlus,1269.82,3,"Johnston, Sanchez and Kennedy",hh-15129-Ar,01/12/2026,Market Stall,Injection
01/11/2024,"Walter, Edwards and Rios",Urban,Paracetamol,BioCare,462.32,49,Lee-Davis,lL-92464-MG,04/04/2026,Mobile Van,Injection
01/07/2024,Baker and Sons,Rural,Paracetamol,HealthFirst,736.17,45,"Johnston, Sanchez and Kennedy",PN-47353-NH,12/03/2027,Mobile Van,Tablet
03/11/2024,Garcia-James,Rural,Ciprofloxacin,PharmaTrust,2094.38,99,Yu Inc,ad-59153-Du,14/01/2027,In-Store,Injection
10/06/2024,Carlson-Cruz,Rural,Azithromycin,MediPlus,2865.79,81,Russell Group,rE-45183-Kl,08/04/2027,Market Stall,Capsule
16/01/2025,"Henderson, Ramirez and Lewis",Rural,Ibuprofen,MediPlus,3840.53,100,Morton-Chase,kq-30578-uV,25/09/2025,In-Store,Capsule
24/05/2024,"Mcclain, Miller and Henderson",Rural,Paracetamol,MediPlus,1472.27,99,Lee-Davis,zt-08124-pV,02/05/2026,Mobile Van,Tablet
18/11/2024,Baker and Sons,Rural,Amoxicillin,BioCare,3877.09,48,Jones-Young,Oe-62430-rO,14/03/2026,Mobile Van,Injection
30/04/2024,"Adams, Zuniga and Wong",Rural,Coartem,HealthFirst,3078.06,54,"Stanley, Tucker and Lee",Ub-66961-yZ,26/02/2027,Market Stall,Injection
12/12/2024,Anderson Group,Rural,Metformin,MediPluz,4209.08,94,"Woods, Calhoun and Schmidt",gZ-63749-jZ,21/02/2027,Mobile Van,Tablet
28/02/2025,James Group,Rural,Ciprofloxacin,Hea1thFirst,4090.81,25,Baxter Inc,yv-18790-aB,25/06/2025,In-Store,Capsule
20/03/2025,Gray-Mayo,Urban,Metformin,PharmaTrust,3416.56,1,Henderson-Bernard,ag-47159-gk,29/12/2025,Mobile Van,Injection
25/04/2024,Rodriguez LLC,Urban,Metformin,BioCare,216.33,22,"West, Henderson and Ramirez",aq-23160-Wd,18/09/2025,Market Stall,Tablet
13/04/2025,Arnold Ltd,Rural,Ibuprofen,BioCare,1895.46,50,Chapman and Sons,AY-72898-Go,04/09/2026,Market Stall,Syrup
15/06/2024,Abbott-Munoz,Rural,Paracetamol,HealthFirst,2760.14,16,Yu Inc,fq-12086-VS,18/08/2026,Market Stall,Injection
23/11/2024,Perez Inc,Urban,Amoxicillin,BioCare,1511.22,17,Yu Inc,Nz-42507-Wy,18/08/2026,Market Stall,Injection
15/12/2024,"Harris, Collins and Carney",Urban,Azithromycin,BioCare,2129.42,70,Williams PLC,dP-78420-es,30/06/2025,Market Stall,Tablet
11/08/2024,"Ferrell, Rice and Maddox",Rural,Coartem,MediPlus,2305.29,61,Chapman and Sons,PE-42460-oF,04/09/2025,In-Store,Capsule
29/07/2024,Arnold Ltd,Urban,Metformin,Hea1thFirst,3351.56,28,Morton-Chase,xk-86159-HT,15/04/2027,Market Stall,Tablet
18/03/2025,Anderson Group,Urban,Paracetamol,HealthFirst,2366.25,32,Jones Inc,uQ-59947-ES,31/03/2026,Mobile Van,Syrup
16/07/2024,"Ross, Robinson and Bright",Rural,Ciprofloxacin,PharmaTrust,4434.02,43,"Hensley, Powell and David",ob-79829-vu,18/05/2026,Market Stall,Tablet
27/10/2024,"Baker, Mason and White",Rural,Ciprofloxacin,PharmaTrust,3272.79,59,Novak PLC,yC-97983-Bb,25/04/2026,Mobile Van,Syrup
24/08/2024,Smith-Bowen,Rural,Metformin,HealthFirst,3979.35,26,"West, Henderson and Ramirez",Mr-10593-UR,15/06/2026,Mobile Van,Injection
04/06/2024,Ryan PLC,Rural,Paracetamol,PharmaTrust,2162.57,34,Henderson-Bernard,dp-50439-vZ,28/03/2026,Market Stall,Tablet
07/02/2025,Allen-Allen,Rural,Ibuprofen,PharmaTrust,4508.31,83,Williams PLC,OA-02858-NO,17/02/2026,In-Store,Syrup
07/10/2024,"Mcclain, Miller and Henderson",Urban,Artemisinin,HealthFirst,4396.62,62,Baxter Inc,tR-09635-Dz,09/05/2025,Market Stall,Tablet
12/04/2025,"Watts, Robinson and Nguyen",Urban,Metformin,Hea1thFirst,2861.98,69,"Johnston, Sanchez and Kennedy",df-75121-Gs,04/08/2025,In-Store,Syrup
23/09/2024,Blake and Sons,Rural,Artemisinin,MediPlus,2110.46,36,Novak and Sons,gH-22644-bY,05/08/2025,In-Store,Syrup
22/03/2025,Galloway-Wyatt,Rural,Paracetamol,MediPlus,4382.26,29,Williams PLC,Gw-45940-YM,30/08/2026,Market Stall,Injection
24/07/2024,Arnold Ltd,Urban,Artemisinin,HealthFirst,2904.17,70,"Hensley, Powell and David",kZ-56535-rP,01/11/2025,In-Store,Injection
24/10/2024,Carlson-Cruz,Urban,Metformin,BioCare,2983.05,11,"Brooks, Lam and Hayes",UA-79507-Rx,17/12/2026,Market Stall,Capsule
19/02/2025,"Harris, Collins and Carney",Rural,Amoxicillin,HealthFirst,1331.27,49,Powell LLC,JZ-57374-VZ,11/11/2026,In-Store,Injection
08/09/2024,Wilkerson-Day,Urban,Paracetamol,HealthFirst,4086.75,40,Yu Inc,vV-25122-Js,17/03/2026,Mobile Van,Syrup
19/10/2024,Abbott-Munoz,Rural,Artemisinin,HealthFirst,4370.36,55,Gray Group,Xk-90175-kE,27/07/2026,In-Store,Syrup
10/02/2025,"Watts, Robinson and Nguyen",Urban,Ciprofloxacin,MediPluz,2740.96,5,Chapman and Sons,uk-29496-nY,23/08/2026,Mobile Van,Capsule
26/09/2024,"Romero, Gonzalez and Brooks",Rural,Amoxicillin,MediPlus,378.42,79,Morton-Chase,dj-74999-do,24/09/2026,Market Stall,Injection
11/11/2024,Dudley Group,Rural,Coartem,BioCare,438.16,69,"Washington, Ryan and Cummings",dJ-54070-qW,04/07/2025,Mobile Van,Tablet
05/09/2024,Hickman Ltd,Rural,Coartem,HealthFirst,745.81,6,Baxter Inc,AK-91242-Vu,25/04/2026,In-Store,Capsule
05/04/2025,Arnold Ltd,Urban,Coartem,PharmaTrust,597.23,36,Novak PLC,Tm-53851-RM,03/03/2027,In-Store,Tablet
29/10/2024,Arnold Ltd,Urban,Chloroquine,HealthFirst,325.6,7,"Brown, Valdez and Lucas",sA-63529-et,05/08/2025,Market Stall,Capsule
30/01/2025,Dudley Group,Rural,Amoxicillin,HealthFirst,4927.75,37,Morton-Chase,Gw-62040-jb,01/03/2026,Mobile Van,Injection
26/02/2025,George Group,Rural,Chloroquine,HealthFirst,502.93,22,Baxter Inc,eH-33461-MF,08/06/2026,In-Store,Tablet
03/11/2024,"Watts, Robinson and Nguyen",Urban,Paracetamol,HealthFirst,1030.02,74,Baxter Inc,Py-37282-wM,20/03/2027,Market Stall,Syrup
13/03/2025,"Harris, Collins and Carney",Rural,Metformin,Biokare,3044.76,87,"Johnston, Sanchez and Kennedy",gT-33804-Ne,04/05/2026,Market Stall,Injection
28/05/2024,Carlson-Cruz,Rural,Metformin,MediPlus,2628.13,52,"Daniels, Adkins and Brown",dG-60333-xs,30/11/2025,Mobile Van,Injection
28/05/2024,Harrell LLC,Rural,Azithromycin,MediPlus,2482.65,81,"Woods, Calhoun and Schmidt",dQ-84366-lR,08/05/2025,Market Stall,Syrup
25/12/2024,"Martin, Rose and Obrien",Rural,Ciprofloxacin,PharmaTrust,4937.55,67,"Johnston, Sanchez and Kennedy",JI-93137-dU,26/08/2025,Mobile Van,Injection
15/01/2025,Morales-Jones,Rural,Amoxicillin,BioCare,2811.94,70,Morton-Chase,FU-10936-UA,18/05/2026,Mobile Van,Tablet
24/04/2025,"Rodriguez, Figueroa and Sanchez",Rural,Azithromycin,MediPlus,3712.38,15,Baxter Inc,vW-77736-Dy,23/12/2025,In-Store,Tablet
10/09/2024,,Urban,,MediPlus,1557.21,27,"Johnston, Sanchez and Kennedy",nq-54590-Gh,15/08/2026,In-Store,Injection
31/08/2024,Allen-Allen,Rural,Chloroquine,MediPlus,,11,Gomez-Jenkins,di-43511-yN,01/10/2025,Mobile Van,Tablet
03/12/2024,"Gardner, Robinson and Lawrence",Urban,Ibuprofen,MediPlus,4276.2,56,Jones-Young,IN-55330-UW,09/08/2025,In-Store,Capsule
08/07/2024,Davis and Sons,Urban,Artemisinin,BioCare,826.17,50,Wright and Sons,RV-33135-et,16/09/2026,In-Store,Syrup
12/11/2024,"Henderson, Ramirez and Lewis",Rural,Artemisinin,HealthFirst,1113.45,1,Chapman and Sons,jy-55070-qb,27/03/2026,Mobile Van,Tablet
17/06/2024,"Arroyo, Miller and Tucker",Rural,Artemisinin,BioCare,1718.89,95,Lee-Davis,Tg-60674-uO,30/07/2025,In-Store,Injection
08/02/2025,Hickman Ltd,Urban,Chloroquine,BioCare,338.44,10,Hancock Inc,kg-44876-As,06/07/2026,Market Stall,Tablet
29/07/2024,"Rodriguez, Figueroa and Sanchez",Rural,Ciprofloxacin,HealthFirst,3260.9,21,"Daniels, Adkins and Brown",pd-42797-lL,30/11/2025,Mobile Van,Syrup
15/05/2024,Morales-Jones,Rural,Artemisinin,PharmaTrust,1345.43,24,Lee-Davis,wk-69572-Qc,26/08/2025,In-Store,Syrup
22/07/2024,George Group,Urban,Paracetamol,PharmaTrust,2498.9,13,Walker LLC,DX-58937-hk,10/02/2026,Mobile Van,Capsule
23/11/2024,Gray-Mayo,Rural,Amoxicillin,HealthFirst,4840.94,47,Jones Inc,Mf-28488-LQ,18/03/2027,Mobile Van,Capsule
12/03/2025,"Ross, Robinson and Bright",Rural,Artemisinin,MediPlus,1962.6,11,Morton-Chase,yR-94951-Uv,24/08/2026,Mobile Van,Syrup
07/12/2024,Abbott-Munoz,Urban,Azithromycin,PharmaTrust,3531.67,87,Novak PLC,Qs-19456-tB,07/11/2025,Mobile Van,Syrup
17/02/2025,Wilkerson-Day,Urban,Amlodipine,MediPlus,2125.01,94,Novak and Sons,bq-52390-ex,04/09/2025,In-Store,Tablet
20/08/2024,Burton Ltd,Urban,Amlodipine,MediPlus,649.36,34,Jones-Young,xv-28678-qF,18/03/2027,Market Stall,Injection
28/04/2024,"Henderson, Ramirez and Lewis",Urban,Metformin,BioCare,4971.2,40,"West, Henderson and Ramirez",MR-18977-wW,30/05/2025,Mobile Van,Syrup
12/06/2024,"Guzman, Hoffman and Baldwin",Urban,Azithromycin,FarmaTrust,4499.37,92,Lee-Davis,RW-46709-oB,11/05/2026,In-Store,Tablet
19/06/2024,Allen-Allen,Rural,Ciprofloxacin,BioCare,4542.54,41,Gray Group,dZ-50280-St,25/09/2026,In-Store,Injection
24/05/2024,Burton Ltd,Urban,Ibuprofen,MediPlus,3317.74,12,"Hensley, Powell and David",rS-77073-Bc,30/09/2026,Mobile Van,Capsule
30/07/2024,"Gardner, Robinson and Lawrence",Rural,Amoxicillin,HealthFirst,3321.21,5,"Robinson, Jones and Welch",aV-16134-FL,19/08/2026,In-Store,Syrup
13/06/2024,"Ross, Robinson and Bright",Urban,Coartem,MediPlus,3390.4,67,Gray Group,ul-16457-Fw,06/12/2025,Market Stall,Tablet
01/01/2025,"Snyder, Campos and Callahan",Urban,Amoxicillin,BioCare,2456.62,49,Powell LLC,Wz-28328-FR,25/03/2027,Mobile Van,Injection
06/11/2024,"Rodriguez, Figueroa and Sanchez",Urban,Artemisinin,BioCare,1595.69,17,Novak PLC,zH-51506-Ge,20/01/2026,Mobile Van,Tablet
11/09/2024,Spence PLC,Rural,Coartem,HealthFirst,4288.64,10,"Robinson, Jones and Welch",RA-71556-fA,14/03/2026,Mobile Van,Injection
28/11/2024,"Mcclure, Ward and Lee",Rural,Paracetamol,MediPlus,4213.84,33,Jones Inc,AV-94093-py,06/11/2025,Mobile Van,Injection
30/09/2024,"Adams, Zuniga and Wong",Rural,Ciprofloxacin,Hea1thFirst,809.26,8,Gray Group,hS-05955-Ah,25/02/2027,Mobile Van,Injection
12/04/2025,Garcia-James,Urban,Artemisinin,BioCare,2121.59,29,Williams PLC,Am-13395-li,14/11/2025,Market Stall,Injection
11/04/2025,Blake and Sons,Rural,Chloroquine,Biokare,4612.88,55,Wright and Sons,zM-51825-ze,30/07/2026,Mobile Van,Syrup
13/06/2024,"Guzman, Hoffman and Baldwin",Rural,Metformin,BioCare,1103.96,30,"Robinson, Jones and Welch",Vt-12697-JW,21/10/2026,Mobile Van,Injection
31/03/2025,"Baker, Mason and White",Rural,Amoxicillin,BioCare,3298.76,37,"Robinson, Jones and Welch",HE-69784-KW,28/01/2027,In-Store,Syrup
08/11/2024,Burton Ltd,Urban,Ibuprofen,BioCare,3275.68,96,Jones Inc,Bo-96319-dw,29/08/2025,In-Store,Tablet
03/11/2024,Hickman Ltd,Urban,Azithromycin,MediPlus,3267.08,69,"West, Henderson and Ramirez",ll-04369-Ww,18/01/2027,Market Stall,Injection
29/11/2024,"Ross, Robinson and Bright",Rural,Amoxicillin,Hea1thFirst,4922.85,36,"Robinson, Jones and Welch",ah-16423-iE,30/11/2025,Market Stall,Injection
29/09/2024,Ryan PLC,Rural,Metformin,PharmaTrust,1354.14,35,Henderson-Bernard,ng-90176-WM,05/07/2025,In-Store,Injection
02/12/2024,George Group,Rural,Ibuprofen,PharmaTrust,365.26,86,"West, Henderson and Ramirez",Hx-86370-Qw,18/10/2025,Market Stall,Injection
06/03/2025,Abbott-Munoz,Rural,Ibuprofen,FarmaTrust,4025.69,41,Walker LLC,ma-60622-Am,21/01/2026,Mobile Van,Tablet
04/10/2024,Smith-Bowen,Urban,Azithromycin,MediPluz,2688.03,80,Wright and Sons,xz-73577-NU,06/12/2025,Market Stall,Capsule
28/06/2024,"Flowers, Martin and Kelly",Urban,Chloroquine,MediPlus,1772.24,85,Powell LLC,Zt-98410-aT,23/05/2025,In-Store,Injection
18/07/2024,Burton Ltd,Urban,Coartem,Biokare,2345.18,20,Wright and Sons,Wi-27303-tX,06/06/2026,Mobile Van,Tablet
01/07/2024,Wilkerson-Day,Urban,Chloroquine,HealthFirst,1582.5,55,Gray Group,iR-74635-Uo,28/12/2026,In-Store,Tablet
04/09/2024,Harrell LLC,Rural,Metformin,FarmaTrust,1052.01,63,Williams PLC,SW-61188-ja,31/10/2025,Market Stall,Tablet
15/03/2025,"Ferrell, Rice and Maddox",Urban,Ciprofloxacin,HealthFirst,627.34,16,Jones Inc,GQ-80695-Ai,21/09/2026,Market Stall,Tablet
21/05/2024,"Snyder, Campos and Callahan",Rural,Chloroquine,Hea1thFirst,3936.83,21,"Washington, Ryan and Cummings",gP-85311-kG,08/12/2026,In-Store,Tablet
25/05/2024,Dudley Group,Rural,Ciprofloxacin,HealthFirst,1861.84,89,Henderson-Bernard,Oz-77903-By,25/02/2026,In-Store,Injection
22/07/2024,Hickman Ltd,Rural,Artemisinin,PharmaTrust,3556.66,34,Chapman and Sons,Ge-69472-Pp,27/08/2025,In-Store,Injection
02/10/2024,Dudley Group,Rural,Azithromycin,HealthFirst,1714.63,63,"Johnston, Sanchez and Kennedy",am-59845-mR,12/05/2026,Market Stall,Capsule
18/12/2024,James Group,Urban,Artemisinin,BioCare,3667.66,2,Hancock Inc,oF-02940-xn,18/01/2026,Mobile Van,Syrup
26/12/2024,"Mcclain, Miller and Henderson",Rural,Chloroquine,PharmaTrust,1452.34,48,Gray Group,Vv-31324-iS,09/04/2026,Market Stall,Capsule
17/01/2025,"Guzman, Hoffman and Baldwin",Rural,Paracetamol,BioCare,4982.6,18,House-Glover,Ov-56719-dZ,29/01/2027,Mobile Van,Syrup
23/02/2025,George Group,Urban,Chloroquine,PharmaTrust,2572.98,91,Hancock Inc,DJ-30568-dD,30/12/2026,In-Store,Capsule
21/05/2024,"Adams, Zuniga and Wong",Urban,Azithromycin,BioCare,2378.39,29,Williams PLC,Ns-26524-YI,07/08/2026,Market Stall,Tablet
23/05/2024,"Hoffman, Baker and Richards",,Paracetamol,MediPlus,1348.9,14,"Robinson, Jones and Welch",pG-85298-Gk,02/04/2027,Market Stall,Tablet
26/04/2024,Galloway-Wyatt,Urban,Amoxicillin,FarmaTrust,1775.23,48,Novak PLC,DC-15149-FA,20/11/2025,Market Stall,Tablet
04/12/2024,Dudley Group,Rural,Ciprofloxacin,BioCare,4782.46,100,"Woods, Calhoun and Schmidt",wC-13616-Aw,10/08/2025,Mobile Van,Tablet
08/11/2024,Blair PLC,Urban,Paracetamol,HealthFirst,1070.53,22,"Hensley, Powell and David",Pu-22619-Qr,28/10/2026,In-Store,Capsule
20/04/2025,,Rural,Azithromycin,Biokare,1194.56,14,"Johnston, Sanchez and Kennedy",Jq-90294-LX,12/12/2025,Mobile Van,Tablet
07/07/2024,Frazier Inc,Rural,Coartem,HealthFirst,2502.68,22,"Robinson, Jones and Welch",ze-45776-Up,09/04/2027,In-Store,Tablet
21/11/2024,"Hoffman, Baker and Richards",Urban,Paracetamol,MediPlus,2676.15,80,"Daniels, Adkins and Brown",XV-86550-cT,22/03/2027,Market Stall,Syrup
07/12/2024,"Ross, Robinson and Bright",Urban,Amlodipine,Hea1thFirst,557.66,58,"Woods, Calhoun and Schmidt",VC-15956-Gm,14/08/2025,Market Stall,Injection
14/07/2024,"Flowers, Martin and Kelly",Urban,Coartem,FarmaTrust,3262.16,84,Baxter Inc,Za-95936-hL,22/12/2026,Market Stall,Syrup
13/08/2024,"Dyer, Potter and Mack",Urban,Artemisinin,HealthFirst,2337.86,86,Lee-Davis,yg-12706-JX,05/01/2026,Market Stall,Injection
10/01/2025,Wilkerson-Day,Urban,Metformin,BioCare,1681.21,57,Yu Inc,Ic-36087-Ci,26/04/2025,Mobile Van,Tablet
09/01/2025,"Rodriguez, Figueroa and Sanchez",Rural,Ibuprofen,BioCare,3320.06,65,Williams PLC,Jg-20338-ek,04/05/2025,In-Store,Syrup
13/02/2025,James Group,Urban,Artemisinin,MediPlus,3405.2,23,Russell Group,Bo-99667-Ck,09/05/2025,Market Stall,Syrup
11/07/2024,Frazier Inc,Rural,Amoxicillin,HealthFirst,3699.97,69,Lee-Davis,oy-73448-xA,06/05/2026,Mobile Van,Capsule
25/04/2024,"Baker, Mason and White",Urban,Amlodipine,BioCare,1252.07,9,Powell LLC,zQ-71905-uF,11/01/2027,Mobile Van,Injection
14/08/2024,Blake and Sons,Rural,Ibuprofen,MediPlus,2341.99,3,Wright and Sons,cu-39677-qz,21/01/2027,Mobile Van,Capsule
16/10/2024,Allen-Allen,Rural,Amoxicillin,PharmaTrust,1223.19,30,Chapman and Sons,qU-39316-Ma,28/07/2026,In-Store,Tablet
07/02/2025,Spence PLC,Rural,Artemisinin,BioCare,1817.41,29,"Brooks, Lam and Hayes",FV-54688-pT,21/09/2026,Market Stall,Syrup
14/05/2024,Carlson-Cruz,Urban,Artemisinin,BioCare,3488.86,30,Morton-Chase,hd-58868-kv,07/10/2025,Mobile Van,Tablet
